,Status,CommonCode,Name,Description,LevelAndCategory,Symbol,ConversionFactor
1937,nan,Q26,one per one,Value of the quotient from two physical units of the same kind as a numerator and denominator whereas the units are shortened mutually.,3.5,1/1,1/1
1938,nan,Q27,newton metre per metre,Unit for length-related rotational moment as product of the derived SI unit newton and the SI base unit metre divided by the SI base unit metre.,3.5,N·m/m²,m x kg x s⁻²
1939,nan,Q28,kilogram per square metre pascal second,Unit for the ability of a material to allow the transition of steam.,3.5,kg/(m²·Pa·s),kg/(m² x Pa x s)
1940,nan,Q29,microgram per hectogram,Microgram per hectogram.,1S,µg/hg,10⁻8
1941,nan,Q30,pH (potential of Hydrogen),The activity of the (solvated) hydrogen ion (a logarithmic measure used to state the acidity or alkalinity of a chemical solution).,2,pH,-log10(mol/l)
1942,nan,Q31,kilojoule per gram,nan,1S,kJ/g,10⁶ J/kg
1943,nan,Q32,femtolitre,nan,1S,fl,10-18 m3
1944,nan,Q33,picolitre,nan,1S,pl,10-15 m3
1945,nan,Q34,nanolitre,nan,1S,nl,10-12 m3
1946,nan,Q35,megawatts per minute,A unit of power defining the total amount of bulk energy transferred or consumer per minute.,1M,MW/min,1.667 × 104 W/s
1947,nan,Q36,square metre per cubic metre,A unit of the amount of surface area per unit volume of an object or collection of objects.,3.1,m2/m3,1 m2/m3
1948,¦,Q37,Standard cubic metre per day,Standard cubic metre (temperature 15°C and pressure 1013.25 millibars ) per day,2.0,nan,1.15741 × 10-5 m3/s
1949,¦,Q38,Standard cubic metre per hour,Standard cubic metre (temperature 15°C and pressure 1013.25 millibars ) per hour,2.0,nan,2.77778 × 10-4 m3/s
1950,¦,Q39,Normalized cubic metre per day,Normalized cubic metre (temperature 0°C and pressure 1013.25 millibars ) per day,2.0,nan,1.15741 × 10-5 m3/s
1951,¦,Q40,Normalized cubic metre per hour,Normalized cubic metre (temperature 0°C and pressure 1013.25 millibars ) per hour,2.0,nan,2.77778 × 10-4 m3/s
1952,¦,Q41,Joule per normalised cubic metre,Joule per normalised cubic metre (temperature 0°C and pressure 1013.25 millibars).,2.0,nan,nan
1953,¦,Q42,Joule per standard cubic metre,Joule per standard cubic metre (temperature 15°C and pressure 1013.25 millibars).,2.0,nan,nan
1954,nan,Q3,meal,A unit of count defining the number of meals (meal: an amount of food to be eaten on a single occasion).,3.9,nan,nan
1955,nan,QA,page - facsimile,A unit of count defining the number of facsimile pages.,3.5,nan,nan
1956,nan,QAN,quarter (of a year),A unit of time defining the number of quarters (3 months).,3.8,nan,nan
1957,nan,QB,page - hardcopy,"A unit of count defining the number of hardcopy pages (hardcopy page: a page rendered as printed or written output on paper, film, or other permanent medium).",3.5,nan,nan
1958,X,QD,quarter dozen,nan,3.7,nan,3
1959,X,QH,quarter hour,nan,3.8,nan,900 s
1960,X,QK,quarter kilogram,nan,3.8,nan,nan
1961,nan,QR,quire,"A unit of count for paper, expressed as the number of quires (quire: a number of paper sheets, typically 25).",3.5,qr,nan
1962,D,QT,quart (US),Use liquid quart (common code QTL),2,qt (US),"0,946 352 9 x 10⁻³ m³"
1963,nan,QTD,dry quart (US),nan,2,dry qt (US),"1,101 221 x 10⁻³ m³"
1964,nan,QTI,quart (UK),nan,2,qt (UK),"1,136 522 5 x 10⁻³ m³"
1965,nan,QTL,liquid quart (US),nan,2,liq qt (US),"9,463 529 x 10⁻⁴ m³"
1966,nan,QTR,quarter (UK),"A traditional unit of weight equal to 1/4 hundredweight. In the United Kingdom, one quarter equals 28 pounds.",3.5,Qr (UK),"12,700 59 kg"
1967,nan,R1,pica,A unit of count defining the number of picas. (pica: typographical length equal to 12 points or 4.22 mm (approx.)).,3.5,nan,"4,217 518 x 10⁻³ m"
1968,X,R4,calorie,Use International Table (IT) calorie (common code D70),3.5,cal,"4,186 8 J"
1969,nan,R9,thousand cubic metre,A unit of volume equal to one thousand cubic metres.,3.8,nan,10³m³
1970,X,RA,rack,nan,3.3,nan,nan
1971,X,RD,rod,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1972,X,RG,ring,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1973,nan,RH,running or operating hour,A unit of time defining the number of hours of operation.,3.1,nan,nan
1974,X,RK,roll metric measure,nan,3.3,nan,nan
1975,X,RL,reel,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1976,nan,RM,ream,"A unit of count for paper, expressed as the number of reams (ream: a large quantity of paper sheets, typically 500).",3.5,nan,nan
1977,X,RN,ream metric measure,nan,3.5,nan,nan
1978,X,RO,roll,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1979,nan,ROM,room,A unit of count defining the number of rooms.,3.9,nan,nan
1980,nan,RP,pound per ream,"A unit of mass for paper, expressed as pounds per ream. (ream: a large quantity of paper, typically 500 sheets).",3.5,nan,nan
1981,nan,RPM,revolutions per minute,Refer ISO/TC12 SI Guide,1,r/min,"1,67 x 10⁻²/s"
1982,nan,RPS,revolutions per second,Refer ISO/TC12 SI Guide,1,r/s,1/s
1983,X,RS,reset,nan,3.9,nan,nan
1984,nan,RT,revenue ton mile,"A unit of information typically used for billing purposes, expressed as the number of revenue tons (revenue ton: either a metric ton or a cubic metres, whichever is the larger), moved over a distance of one mile.",3.4,nan,nan
1985,X,RU,run,nan,3.9,nan,nan
1986,nan,S3,square foot per second,Synonym: foot squared per second,2,ft²/s,"0,092 903 04 m²/s"
1987,nan,S4,square metre per second,Synonym: metre squared per second (square metres/second US),1,m²/s,m²/s
1988,X,S5,sixty fourths of an inch,nan,3.8,nan,nan
1989,X,S6,session,nan,3.9,nan,nan
1990,X,S7,storage unit,nan,3.9,nan,nan
1991,X,S8,standard advertising unit,nan,3.9,nan,nan
1992,X,SA,sack,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1993,nan,SAN,half year (6 months),A unit of time defining the number of half years (6 months).,3.8,nan,nan
1994,nan,SCO,score,A unit of count defining the number of units in multiples of 20.,3.7,nan,20
1995,nan,SCR,scruple,nan,3.5,nan,"1,295 982 g"
1996,X,SD,solid pound,nan,3.1,nan,nan
1997,X,SE,section,nan,3.9,nan,nan
1998,nan,SEC,second [unit of time],nan,1,s,s
1999,nan,SET,set,A unit of count defining the number of sets (set: a number of objects grouped together).,3.2,nan,nan
2000,nan,SG,segment,A unit of information equal to 64000 bytes.,3.9,nan,nan
2001,D,SHT,shipping ton,A unit of mass defining the number of tons for shipping.,3.4,nan,nan
2002,nan,SIE,siemens,nan,1,S,A/V
2003,X,SK,split tank truck,nan,3.4,nan,nan
2004,X,SL,slipsheet,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
2005,¦,SM3,Standard cubic metre,Standard cubic metre (temperature 15°C and pressure 1013.25 millibars ),2,nan,m3
2006,nan,SMI,mile (statute mile),nan,2,mile,"1 609,344 m"
2007,X,SN,square rod,nan,3.8,rd²,"25,292 9 m²"
2008,X,SO,spool,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
2009,X,SP,shelf package,nan,3.9,nan,nan
2010,nan,SQ,square,A unit of count defining the number of squares (square: rectangular shape).,3.9,nan,nan
2011,nan,SQR,"square, roofing","A unit of count defining the number of squares of roofing materials, measured in multiples of 100 square feet.",3.1,nan,nan
2012,nan,SR,strip,A unit of count defining the number of strips (strip: long narrow piece of an object).,3.9,nan,nan
2013,X,SS,sheet metric measure,nan,3.3,nan,nan
2014,X,SST,short standard (7200 matches),nan,3.5,nan,nan
2015,X,ST,sheet,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
2016,nan,STC,stick,A unit of count defining the number of sticks (stick: slender and often cylindrical piece of a substance).,3.9,nan,nan
2017,nan,STI,stone (UK),nan,2,st,"6,350 293 kg"
2018,nan,STK,"stick, cigarette",A unit of count defining the number of cigarettes in the smallest unit for stock-taking and/or duty computation.,3.9,nan,nan
2019,nan,STL,standard litre,"A unit of volume defining the number of litres of a product at a temperature of 15 degrees Celsius, especially in relation to hydrocarbon oils.",3.1,nan,nan
2020,nan,STN,ton (US) or short ton (UK/US),Synonym: net ton (2000 lb),2,ton (US),"0,907184 7 x 10³ kg"
2021,nan,STW,straw,A unit of count defining the number of straws (straw: a slender tube used for sucking up liquids).,3.9,nan,nan
2022,X,SV,skid,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.9,nan,nan
2023,nan,SW,skein,A unit of count defining the number of skeins (skein: a loosely-coiled bundle of yarn or thread).,3.9,nan,nan
2024,nan,SX,shipment,A unit of count defining the number of shipments (shipment: an amount of goods shipped or transported).,3.4,nan,nan
2025,nan,SYR,syringe,"A unit of count defining the number of syringes (syringe: a small device for pumping, spraying and/or injecting liquids through a small aperture).",3.9,nan,nan
2026,nan,T0,telecommunication line in service,A unit of count defining the number of lines in service.,3.5,nan,nan
2027,X,T1,thousand pound gross,nan,3.8,nan,nan
2028,nan,T3,thousand piece,"A unit of count defining the number of pieces in multiples of 1000 (piece: a single item, article or exemplar).",3.8,nan,nan
2029,X,T4,thousand bag,nan,3.8,nan,nan
2030,X,T5,thousand casing,nan,3.8,nan,nan
2031,X,T6,thousand gallon (US),nan,3.8,nan,"3,785 412 m³"
2032,X,T7,thousand impression,nan,3.8,nan,nan
2033,X,T8,thousand linear inch,nan,3.8,nan,nan
2034,X,TA,tenth cubic foot,nan,3.8,nan,nan
2035,nan,TAH,kiloampere hour (thousand ampere hour),nan,1M,kA·h,"3,6 x 10⁶ C"
2036,nan,TAN,total acid number,A unit of chemistry defining the amount of potassium hydroxide (KOH) in milligrams that is needed to neutralize the acids in one gram of oil. It is an important quality measurement of crude oil.,3.5,TAN,mg KOH/g 
2037,X,TC,truckload,nan,3.4,nan,nan
2038,X,TD,therm,nan,3.8,nan,"10⁵ x  1 055,056 J"
2039,X,TE,tote,nan,3.3,nan,nan
2040,X,TF,ten square yard,nan,3.8,nan,nan
2041,nan,TI,thousand square inch,nan,3.8,nan,nan
2042,nan,TIC,"metric ton, including container","A unit of mass defining the number of metric tons of a product, including its container.",3.1,nan,nan
2043,nan,TIP,"metric ton, including inner packaging","A unit of mass defining the number of metric tons of a product, including its inner packaging materials.",3.1,nan,nan
2044,X,TJ,thousand square centimetre,nan,3.8,nan,nan
2045,X,TK,"tank, rectangular","Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.4,nan,nan
2046,nan,TKM,tonne kilometre,"A unit of information typically used for billing purposes, expressed as the number of tonnes (metric tons) moved over a distance of one kilometre. ",3.4,t·km,10⁶ kg x m
2047,X,TL,thousand foot (linear),nan,3.8,nan,nan
2048,nan,TMS,"kilogram of imported meat, less offal","A unit of mass equal to one thousand grams of imported meat, disregarding less valuable by-products such as the entrails.",3.5,nan,nan
2049,X,TN,tin,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
2050,nan,TNE,tonne (metric ton),Synonym: metric ton,1S,t,10³ kg
2051,nan,TP,ten pack,A unit of count defining the number of items in multiples of 10.,3.2,nan,nan
2052,nan,TPI,teeth per inch,The number of teeth per inch.,3.1,TPI,0.0254 /m
2053,nan,TPR,ten pair,A unit of count defining the number of pairs in multiples of 10 (pair: item described by two's).,3.8,nan,nan
2054,X,TQ,thousand foot,nan,3.8,nan,nan
2055,nan,TQD,thousand cubic metre per day,A unit of volume equal to one thousand cubic metres per day.,3.8,km³/d,"1,157 41 x 10⁻² m³/s"
2056,X,TR,ten square foot,nan,3.8,nan,nan
2057,nan,TRL,trillion (EUR),nan,3.7,nan,10¹⁸
2058,X,TS,thousand square foot,nan,3.8,nan,nan
2059,X,TSD,tonne of substance 90 % dry,nan,3.1,nan,nan
2060,X,TSH,ton of steam per hour,nan,3.1,nan,nan
2061,nan,TST,ten set,A unit of count defining the number of sets in multiples of 10 (set: a number of objects grouped together).,3.9,nan,nan
2062,X,TT,thousand linear metre,nan,3.8,nan,nan
2063,nan,TTS,ten thousand sticks,A unit of count defining the number of sticks in multiples of 10000 (stick: slender and often cylindrical piece of a substance).,3.9,nan,nan
2064,X,TU,tube,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
2065,X,TV,thousand kilogram,nan,3.8,nan,10³kg
2066,X,TW,thousand sheet,nan,3.8,nan,nan
2067,X,TY,"tank, cylindrical","Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.4,nan,nan
2068,nan,U1,treatment,"A unit of count defining the number of treatments (treatment: subjection to the action of a chemical, physical or biological agent).",3.9,nan,nan
2069,nan,U2,tablet,A unit of count defining the number of tablets (tablet: a small flat or compressed solid object).,3.9,nan,nan
2070,D,UA,torr,nan,2,Torr,"133,322 4 Pa"
2071,nan,UB,telecommunication line in service average,A unit of count defining the average number of lines in service.,3.5,nan,nan
2072,nan,UC,telecommunication port,A unit of count defining the number of network access ports.,3.5,nan,nan
2073,X,UD,tenth minute,nan,3.8,nan,6 s
2074,X,UE,tenth hour,nan,3.8,nan,360 s
2075,X,UF,usage per telecommunication line average,nan,3.5,nan,nan
2076,X,UH,ten thousand yard,nan,3.8,nan,nan
2077,X,UM,million unit,nan,3.8,nan,nan
2078,nan,VA,volt - ampere per kilogram,nan,3.9,V·A / kg,V x A / kg
2079,X,VI,vial,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
2080,nan,VLT,volt,nan,1,V,V
2081,nan,VP,percent volume,"A measure of concentration, typically expressed as the percentage volume of a solute in a solution.",3.7,nan,nan
2082,X,VQ,bulk,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
2083,X,VS,visit,nan,3.9,nan,nan
2084,nan,W2,wet kilo,"A unit of mass defining the number of kilograms of a product, including the water content of the product.",3.1,nan,nan
2085,X,W4,two week,nan,3.8,nan,nan
2086,nan,WA,watt per kilogram,nan,3.9,W/kg,1 W/kg
2087,nan,WB,wet pound,"A unit of mass defining the number of pounds of a material, including the water content of the material.",3.1,nan,nan
2088,nan,WCD,cord,A unit of volume used for measuring lumber. One board foot equals 1/12 of a cubic foot.,3.5,nan,"3,63 m³"
2089,nan,WE,wet ton,"A unit of mass defining the number of tons of a material, including the water content of the material.",3.1,nan,nan
2090,nan,WEB,weber,nan,1,Wb,Wb
2091,nan,WEE,week,nan,2,wk,"6,048 x 10⁵ s"
2092,nan,WG,wine gallon,A unit of volume equal to 231 cubic inches.,3.1,nan,nan
2093,X,WH,wheel,nan,3.9,nan,nan
2094,nan,WHR,watt hour,nan,1,W·h,"3,6 x 10³ J"
2095,X,WI,weight per square inch,nan,3.9,nan,nan
2096,nan,WM,working month,A unit of time defining the number of working months.,3.1,nan,nan
2097,X,WR,wrap,nan,3.3,nan,nan
2098,nan,WSD,standard,"A unit of volume of finished lumber equal to 165 cubic feet.,Synonym: standard cubic foot",3.5,std,"4,672 m³"
2099,nan,WTT,watt,nan,1,W,W
2100,D,WW,millilitre of water,A unit of volume equal to the number of millilitres of water.,3.1,nan,nan
2101,nan,X1,Gunter's chain,A unit of distance used or formerly used by British surveyors.,2,ch (UK),"20,116 8 m"
2102,nan,YDK,square yard,nan,2,yd²,"8,361 274 x 10⁻¹ m²"
2103,nan,YDQ,cubic yard,nan,2,yd³,"0,764 555 m³"
2104,X,YL,hundred linear yard,nan,3.8,nan,nan
2105,nan,YRD,yard,nan,2,yd,"0,914 4 m"
2106,X,YT,ten yard,nan,3.8,nan,nan
2107,X,Z1,lift van,nan,3.4,nan,nan
2108,nan,Z11,hanging container,A unit of count defining the number of hanging containers.,3.9,nan,nan
2109,X,Z2,chest,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
2110,X,Z3,cask,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
2111,X,Z4,hogshead,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
